,Project Name,Procuring Entity,OCID,Project Cost,Contractor,Class,Asset Range,No of Employee,Year,Status,Remark,Award Date,Publication Date,Project Location
,Procurement of Mobile Central Billing System,LAGOS STATE TRAFFIC MANAGEMENT AGENCY,ocds-5q8fsw-5202260531024,"6,911,712.50",SOFT ALLIANCE AND RESOURCES LIMITED,Private Organization,,0,2021,COMPLETED,,"Thursday, June 17, 2021","Tuesday, May 31, 2022",LAGOS
,"PROPOSED CONSTRUCTION OF 450M PERIMETER FENCE ON INVERTED T-RAFT FOUNDATION AT ITUN AGAN JUNIOR SECONDARY SCHOOL, AMUWO ODOFIN (Education District V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202208612035,"58,436,572.15",TALABI ONILEGBALE AND SONS,Private Organization,,0,2021,ONGOING,,"Tuesday, October 5, 2021","Tuesday, May 31, 2022",Amuwo Odofin
,Procurement of Uniform Materials and Accoutriment for Officers and Men of LASTMA,LAGOS STATE TRAFFIC MANAGEMENT AGENCY,ocds-5q8fsw-5202260852800,"102,017,500.00",CROWN NATURES NIGERIA LIMITED,Private Organization,,0,2021,ON-GOING,,"Monday, May 31, 2021","Tuesday, May 31, 2022",LAGOS
,Supply of Card Printing Cleaning Kits Consumables,LAGOS STATE RESIDENTS REGISTRATION AGENCY,ocds-5q8fsw-5202214371070,"1,838,250.00",CHAMSACCESS LTD,Private Organization,,0,2021,COMPLETED,,"Thursday, April 29, 2021","Tuesday, May 31, 2022","ALAUSA, IKEJA"
,"Construction of 15 classrooms with offices, toilets and external works on pad foundation at (Education District VI)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202266545525,"254,988,688.11",POA ADIT NIGERIA LTD.,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,Procurement of Customized Cardigan Jackets for LASTMA Officers,LAGOS STATE TRAFFIC MANAGEMENT AGENCY,ocds-5q8fsw-5202204130532,"38,622,500.00",SEGBOD GLORY BUILDING VENTURES,Private Organization,,0,2021,COMPLETED,,"Monday, May 17, 2021","Tuesday, May 31, 2022",LAGOS
,"Construction of canteen at Toghli Community Grammar School, Badagry (Education Distrivt V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202210302448,"18,537,011.98",TIMY-MARY NIGERIA LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",BADAGRY
,"Construction of 18 classroom with offices,toilets and external works on raft foundation at Toghli, Badagry (Education District V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202260355703,"297,012,246.67",SEROP ENGINEERING LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022","Toghli, Badagry"
,Refurbishment of 5(NOS)operational vehicles in the fleet of LASTMA.,LAGOS STATE TRAFFIC MANAGEMENT AGENCY,ocds-5q8fsw-5202213400100,"16,500,000.00",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Private Organization,,0,2021,COMPLETED,,"Monday, May 10, 2021","Tuesday, May 31, 2022",LAGOS
,Procurement of Traffic Management and Safety Equipment,LAGOS STATE TRAFFIC MANAGEMENT AGENCY,ocds-5q8fsw-5202244232525,"140,000,000.00",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Private Organization,,0,2021,COMPLETED,,"Wednesday, March 31, 2021","Tuesday, May 31, 2022",LAGOS
,Supply of Card Printing Consumables,LAGOS STATE RESIDENTS REGISTRATION AGENCY,ocds-5q8fsw-5202217722764,"3,983,950.00",CHAMSACCESS LTD,Private Organization,,0,2021,COMPLETED,,"Monday, April 26, 2021","Tuesday, May 31, 2022","ALAUSA, IKEJA"
,Janitorial Service of LASTMA Headquarters and Its Zonal Offices,LAGOS STATE TRAFFIC MANAGEMENT AGENCY,ocds-5q8fsw-5202237238714,"7,200,000.00",ABSOLUTE TECHNOLOGY CONSULTING LTD,Private Organization,,0,2021,ON-GOING,,"Monday, March 22, 2021","Tuesday, May 31, 2022",LAGOS
,"Construction of canteen block on raft foundation, construction of gatehouse on raft foundation, construction of new perimeter at Ipara Junior Hihg School fence (950m) (education District V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202288477804,"90,910,307.71",METCLUX NIGERIA LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,"Construction of 18 classroom with offices, toilets and external works on raft foundation (Education District V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202212261772,"301,632,129.21",ACCORD ENGINEERING LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,Replacement of Damaged Walk through Metal Detector at the Governor s Stair case (Hi-Multi-Zone),OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202250638502,"6,850,000.00",PETRONICS ENGINEERING SERVICES LTD,Private Organization,,0,2022,COMPLETED,,"Wednesday, March 23, 2022","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,"Replacement of entire Damaged Closed Circuit television system at the Federal House, marina",OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202260588015,"7,946,400.00",PETRONICS ENGINEERING SERVICES LTD,Private Organization,,0,2022,COMPLETED,,"Wednesday, March 23, 2022","Tuesday, May 31, 2022","MARINA, LAGOS"
,Construction of canteen on raft foundation at Eric Moore Senior High School ( Education District IV),SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202258481816,"19,158,182.38",BAMDADO NIGERIA LIMITED,Private Organization,,0,2021,ONGOING,,"Tuesday, August 10, 2021","Tuesday, May 31, 2022",LAGOS
,"Monthly Clearing of Lagos House and Presidential Lodge Marina, VIP Lodge.",OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202237601862,"36,774,000.00",MOTBOL ENTERPRISES,Private Organization,,0,2022,ON-GOING,,"Tuesday, March 15, 2022","Tuesday, May 31, 2022","MARINA, LAGOS"
,Construction of 15 classrooms at Eric Moore Secondary School (Education District V),SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202240785230,"375,058,005.97",FAST APRROACH KONSTRUCTION (FAK) LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,Procurement of 5 (Five) Brand New Vehicles for the use in the pool of the Lagos State Government Liaison Office.,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202263738557,"250,000,000.00",QUARTER NUTS VENTURES LIMITED,Private Organization,,0,2022,COMPLETED,,"Tuesday, March 15, 2022","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,"Construction of 18 Classroom with Offices, toilets and external works on pad foundation , odo ayendelu junior academy, onosa (Education District III)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202274531172,"287,739,860.24",SEGNES ENGINEERING COMPANY LIMITED,Private Organization,,0,2021,ONGOING,,"Tuesday, August 10, 2021","Tuesday, May 31, 2022",LAGOS
,"Construction of 18 Classroom with offices, toilets and external works on pad foundation at odomola secondary school., epe (Education District III)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202221514474,"288,321,621.25",FBS CONSTRUCTION ENGINEERING SERVICES LTD,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",EPE
,Monthly Upgrading/Maintaining Lawns and Beautification of Greenery within the premises of lagos House Presidential Lodge Marina,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202212726648,"31,326,000.00",GREEN FINGER FLORISTS,Private Organization,,0,2022,ON-GOING,,"Wednesday, March 9, 2022","Tuesday, May 31, 2022","MARINA, LAGOS"
,"Construction of 18 Classrooms with offices, Toilets and External works on Raft Foundation (Education District II)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202218311635,"288,158,338.75",DEWY CONSTRUCTION LTD,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,"Production of 58 (Fifty-Eight) Original Metallic wall Prints  to Decorate the entire Lagos house, Ikeja",OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202241845622,"47,850,000.00",DAYO ADEDAYO PHOTOGRAPHY LIMITED,Private Organization,,0,2022,COMPLETED,,"Monday, March 7, 2022","Tuesday, May 31, 2022",IKEJA LAGOS
,"construction of 15 classroom with offices, toilets and external works on pad foundation, construction of canteen on pad foundation, construction of gatehouse on pad foundation, construction of perimeter fence on pad foundation, oriokuta, agric, ikorodu, lagos state",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202268177270,"315,204,881.05",TYNEDALE INVESTMENT LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022","IKORODU, LAGOS"
,"Construction of 18 classroom with offices, toilets and external works on raft foundation in lagos State (Education District I)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202203263400,"289,059,057.96",PECKSGREY NIGERIA LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,Production and Installation of Corona Pictorial Compendium of His royal Majesty Oba Abdul Wasiu Lawal,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202250401862,"10,000,000.00",DAYO ADEDAYO PHOTOGRAPHY LIMITED,Private Organization,,0,2022,COMPLETED,,"Monday, March 7, 2022","Tuesday, May 31, 2022",LAGOS
,"construction of 18 classroom with offices, toilets and external works on pad foundation, abesan (Education District I)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202281352424,"291,918,231.00",BOXGROVE LIMITED,Private Organization,,0,2021,ONGOING,,"Thursday, August 5, 2021","Tuesday, May 31, 2022",ABESAN
,Creation of Access Road in Valley View Residential Scheme,LANDS BUREAU,ocds-5q8fsw-5202214177416,"9,244,600.00",CONSTELLATION GLOBAL VENTURES,Private Organization,,0,2021,ACTIVE,,"Wednesday, July 14, 2021","Tuesday, May 31, 2022","ALAUSA, IKEJA"
,Procurement of Security Gardget for the GMT (Governor Monitoring Team),OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202256550782,"22,740,000.00",LOGOJETS NIGERIA COY,Private Organization,,0,2021,COMPLETED,,"Friday, December 3, 2021","Tuesday, May 31, 2022",LAGOS
,Production of Sign Board in a Government Regularized Areas at Badagry Local Government,LANDS BUREAU,ocds-5q8fsw-5202208746808,"7,500,000.00",CONSTELLATION GLOBAL VENTURES,Private Organization,,0,2021,ACTIVE,,"Wednesday, July 14, 2021","Tuesday, May 31, 2022","BADAGRY, LAGOS"
,General repair of BMW Bikes including The Accidental Bike attached to Mr. Governor,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202238353151,"6,178,000.00",BOFAROLAT SERVICES INTERNATIONAL NIGERIA LIMITED,Private Organization,,0,2021,COMPLETED,,"Friday, December 31, 2021","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,Team Bonding Workshop for Land Use and Allocation Committee (LUAC),LANDS BUREAU,ocds-5q8fsw-5202227486636,"12,500,000.00",UNIVERSAL ANCHOR LTD,Private Organization,,0,2021,ACTIVE,,"Monday, June 28, 2021","Tuesday, May 31, 2022","ALAUSA, IKEJA"
,"Construction of 18 classroom block with offices, Toilet and External worlks on raft Foundation (Education District I)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202277705860,"277,822,362.30",GFAM CO . NIG LTD,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022",LAGOS
,Procurement of Working/ Sanitary Tools Materials for Digitization Project,LANDS BUREAU,ocds-5q8fsw-5202217737621,"16,500,043.00",CONSTELLATION GLOBAL VENTURES,Private Organization,,0,2021,COMPLETED,,"Friday, May 21, 2021","Tuesday, May 31, 2022","ALAUSA, IKEJA"
,"Construction of 15 classroom with offices, Toilets and external works on pad foundation, construction of canteen on pad construction, iloro agege, lagos state (Education District I)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202257784385,"295,938,340.22",PERISCOPE ENGINEERING LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022","iloro agege, lagos state"
,Procurement of Bullet Proof Vest and Communication Gadget for the Security details attached to Mr. Governor,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202217847106,"10,843,256.26",SACHLIGHT LIMITED,Private Organization,,0,2021,COMPLETED,,"Saturday, December 4, 2021","Tuesday, May 31, 2022",LAGOS
,"Construction of canteen Block Comprises Shed, 5 vendors, Two Toilets  with store at Odo Ayandelu, Junior Academy, Onosa, Epe (Education District III)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202232537341,"17,115,500.01",AZLA CONCEPTS LIMITED,Private Organization,,0,2021,ONGOING,,"Monday, August 16, 2021","Tuesday, May 31, 2022","Onosa, Epe"
,"Construction of Gatehouse and Perimeter Fence (950m Long) at Odo Ayandelu Junior Academy, Onosa, Epe (education District III)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202286467434,"108,525,286.89",TRIO RADIATING-G LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, July 30, 2021","Tuesday, May 31, 2022","Onosa, Epe"
,Provision of  refreshment and Decoration  of the Hall at the 12th Asiwaju Bola Ahmed Tinubu Colloquium Birthday Celebration,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202248120611,"5,000,000.00",OAKEN EVENTS LIMITED,Private Organization,,0,2021,COMPLETED,,"Thursday, December 9, 2021","Tuesday, May 31, 2022",LAGOS
,"Xconcepts and Suitable Ambience for the Provision of  Carpeting, Catering services, Decoration  Guest Management for the Hosting of Southern Governor froum meeting at Sport paviilion , lagos Ikeja.",OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202240317260,"50,000,000.00",OAKEN EVENTS LIMITED,Private Organization,,0,2021,COMPLETED,,"Wednesday, December 8, 2021","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,Procurement of 15 (Fifteen) Units of Mikano Zana (Y20A Pickup for the use in the pool of the Office of Chief of Staff,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202277416752,"262,148,962.50",MIKANO INTERNATIONAL LIMITED,Private Organization,,0,2021,COMPLETED,,"Thursday, November 11, 2021","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,"Procurement of One (1) Unit Brand New Toyota Coaster Bus, Air Bag, Power Steering, 30 Seater Passenger Bus for the use in the Pool of the Office of the Chief of Staff)",OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202245421220,"71,090,000.00",L. SOLUTION NIGERIA LIMITED,Private Organization,,0,2021,COMPLETED,,"Monday, November 8, 2021","Tuesday, May 31, 2022",LAGOS
,Procurement of Four (4) Units of Nissan Kick Acenta 1.6L AT Vehicles for Official use at the Liaison Office),OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202247366114,"60,522,500.00",QUARTER NUTS VENTURES LIMITED,Private Organization,,0,2021,COMPLETED,,"Wednesday, September 29, 2021","Tuesday, May 31, 2022",LAGOS
,Repair of Five (5) Armoured Personnel Carriers (Apc) For the use of Rapid Respond Squad (RRS),OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202275388158,"19,990,000.00",BABAJOO VENTURES FOR REAL,Private Organization,,0,2021,COMPLETED,,"Saturday, October 30, 2021","Tuesday, May 31, 2022",LAGOS
,"RENOVATION OF ANSAR-UD-DEEN PRIMARY SCHOOL, IBONWON, EPE (EDUCATION DISTRICT III)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202206002727,"33,745,475.50",FUNMICK GLOBAL SERVICES LIMITED,Private Organization,,0,2021,ONGOING,,"Thursday, July 15, 2021","Tuesday, May 31, 2022","IBONWON, EPE"
,"Procurement of Brand New JINCHENG DAIL Bus, 2020 Model (3 Doors, Petrol, 2.2L Engine, 14 Passenger, Rear wheel Drive, 5 Speed Manual Transmission, Power Window, Air Conditioner, Central lock) for the use in the Pool of Office of Chief of Staff)",OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202252518512,"17,800,000.00",L. SOLUTION NIGERIA LIMITED,Private Organization,,0,2021,COMPLETED,,"Wednesday, September 29, 2021","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,"Clearing of Bushes, Levelling of Access Road to Site, Painting of Adjacent Building and External Works in Igando junior Grammar School, Alimosho",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202271443326,"11,281,291.88",PEOPLE S CHOICE PROPERTIES LIMITED,Private Organization,,0,2021,ONGOING,,"Tuesday, September 14, 2021","Tuesday, May 31, 2022","ALIMOSHO, LAGOS"
,Revamping and Replacement of 3 project in the Exco Chamber,OFFICE OF CHIEF OF STAFF,ocds-5q8fsw-5202280187563,"10,000,000.00",SKY GRACE TECHNOLOGY,Private Organization,,0,2021,COMPLETED,,"Friday, August 27, 2021","Tuesday, May 31, 2022","ALAUSA, LAGOS"
,RENOVATION OF 6 CLASSROOM BLOCK 8 CUBICLE ISOLATED TOILET AT LOCAL AUTHORITY PRIMARY SCHOOL AJIDO BADAGRY LAGOS (EDUCATION DISTRICT V),SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202210271230,"43,135,956.33",RHEALS NIGERIA LIMITED,Private Organization,,0,2021,ONGOING,,"Tuesday, August 24, 2021","Tuesday, May 31, 2022",AJIDO BADAGRY
,"Renovation of U.A.M.C. (Eleja) Primary School, Ebute Metta, Lagos-Mainland (EDUCATION DISTRICT IV)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202273673055,"41,596,991.70",T-MOD UTILITY SERVICES LIMITED,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022","EBUTE METTA, LAGOS MAINLAND"
,"Renovation of Admin Block 4 No 3classrooms and 5 Classroom Block for Irepodun Primary School, Agege (EDUCATION DISTRICT I)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202287607210,"50,871,917.40",SOUTHWEST AND GLOBAL ELECTRICITY COMPANY LTD,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022",AGEGE
,"RENOVATION OF 2NOS, 6 CLASSROOM BLOCKS AT ABESAN PRIMARY SCHOOL, ABESAN HOUSING ESTATE (EDUCATION DISTRICT VI)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202267268585,"50,119,375.63",FAROPAD GLOBAL VENTURES,Private Organization,,0,2021,ONGOING,,"Tuesday, September 7, 2021","Tuesday, May 31, 2022",ABESAN HOUSING ESTATE
,"Renovation of 7no Classroom Block at Local Government Primary School, Noforija, Epe (Education District III)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202255785722,"46,678,951.00",WALDEOS ENIDOS ASSOCIATES LIMITED,Private Organization,,0,2021,COMPLETED,,"Monday, August 23, 2021","Tuesday, May 31, 2022","Noforija, Epe"
,"Renovation of FOA Nursery Primary School, Okokomaiko Lagos (EDUCATION DISTRICT V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202253103382,"33,089,010.63",IRELAND DEMOLITION AND CONSTRUCTION LIMITED,Private Organization,,0,2021,COMPLETED,,"Monday, August 23, 2021","Tuesday, May 31, 2022",Okokomaiko Lagos
,"Renovation of H-Shaped Storey Building at 7th Day Adventist Primary School, Abule Oja, Yaba (Education District Iv)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202272750774,"73,260,683.05",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,BOARD,,0,2021,COMPLETED,,"Monday, August 23, 2021","Tuesday, May 31, 2022","ABULE-OJA, YABA"
,"Renovation of 12 Classroom Block 6 Classroom at Low Cost Housing Estate Pry 1 2, Ejigbo. (Education District Vi)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202255265847,"35,365,202.80",MARY JOSH INTERNATIONAL RESOURCES LTD*,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022",EJIGBO
,"Renovation of 6 Classroom Block and Construction of Isolated Toilet at Salvation Army Nursery/Primary School,  Ilogbo Eremi, Badagry (Education District V)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202235270120,"41,575,623.93",TRISIXTY LIMITED,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022","Ilogbo Eremi, Badagry"
,Procurement of Safety Wears and Branded Shirts,SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202260625247,"4,578,317.50",TRIPPLE HAY COMPANY (NIGERIA) LIMITED,Private Organization,,0,2021,ONGOING,,"Friday, September 3, 2021","Tuesday, May 31, 2022",LAGOS
,"Renovation of 15 classrooms and external works at onayode community primary school, fadeyi, yaba (Education District VI)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202214352400,"54,718,781.51",INTEGRATED SAFETRUST LTD,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022","fadeyi, yaba"
,"Renovation of Administrative and Classroom Block with Construction of Attached Toilet Block at St. John Anglican Primary School, Mushin (Education District VI)",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202280771687,"38,057,891.73",DARATISE SERVICES LIMITED,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022",Mushin
,Renovation Work at Odunlade Primary School (Education District II),SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202268744701,"40,045,173.96",SHAKEM CONSTRUCTION NIG LTD,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022",LAGOS
,Renovation of L-Shape 6 Classroom Block at Local Authority Akarakuma School Badagry (EDUCATION DISTRICT V),SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,ocds-5q8fsw-5202243048401,"32,145,020.88",GENEW GLOBAL CONSULT,Private Organization,,0,2021,ONGOING,,"Monday, August 23, 2021","Tuesday, May 31, 2022",BADAGRY
